"CASEID","ALTERID","AGE","EDUC","RACE","SEX","RELIG","AGE_CATEGORICAL","EDUC_CATEGORICAL","TALKTO","SPOUSE","KIN"
19850134,1,52,18,"white","male","jewish","50s","Post Graduate",3,2,0
19850134,2,59,18,"white","female","catholic","50s","Post Graduate",2,1,1
19850134,3,42,12,"white","female","catholic","40s","HS",3,2,0
19850135,1,48,18,"white","male","protestant","40s","Post Graduate",1,2,0
19850135,2,43,18,"white","male","catholic","40s","Post Graduate",1,2,0
19850135,3,53,18,"white","male","catholic","50s","Post Graduate",1,2,0
19850135,4,45,18,"white","female","catholic","40s","Post Graduate",1,1,1
19850135,5,51,16,"white","male","protestant","50s","College",4,2,1
19850136,1,26,16,"white","male","catholic","20s","College",2,2,1
19850136,2,28,16,"white","male","catholic","20s","College",3,2,1
19850136,3,59,16,"white","male","catholic","50s","College",2,2,1
19850136,4,52,12,"white","female","catholic","50s","HS",2,2,1
19850136,5,27,12,"white","male",NA,"20s","HS",2,2,0
19850137,1,56,12,"white","female","catholic","50s","HS",1,1,1
19850137,2,63,16,"white","male","catholic","60+","College",3,2,1
19850137,3,24,16,"white","female","catholic","20s","College",2,2,1
19850137,4,45,18,"white","male",NA,"40s","Post Graduate",1,2,0
19850138,1,48,16,"white","female","none","40s","College",1,2,1
19850138,2,55,16,"white","male","catholic","50s","College",1,2,1
19850138,3,35,13,"white","female","none","30s","Some College",3,2,0
19850138,4,36,13,"white","male","none","30s","Some College",3,2,0
19850138,5,33,16,"white","male","none","30s","College",1,1,1
19850139,1,15,11,"white","female","catholic","20s","No HS",2,2,1
19850139,2,77,18,"white","male","catholic","60+","Post Graduate",2,2,1
19850139,3,70,18,"white","female","protestant","60+","Post Graduate",2,2,1
19850139,4,59,18,"white","male","protestant","50s","Post Graduate",3,2,0
19850139,5,40,18,"white","male","protestant","40s","Post Graduate",1,2,0
19850140,1,56,11,"white","female","protestant","50s","No HS",1,1,1
19850140,2,64,16,"white","male","catholic","60+","College",2,2,0
19850141,1,40,12,"white","male","catholic","40s","HS",1,2,0
19850141,2,47,12,"white","female","protestant","40s","HS",3,2,0
19850142,1,34,13,"white","female","catholic","30s","Some College",1,2,0
19850142,2,30,NA,"white","male",NA,"30s",NA,3,2,0
19850143,1,23,12,"white","male","none","20s","HS",1,2,0
19850143,2,45,NA,"white","female","catholic","40s",NA,1,2,1
19850143,3,23,NA,"white","female","catholic","20s",NA,1,2,1
19850144,1,30,8,"white","male","none","30s","No HS",1,2,0
19850145,1,47,12,"white","male","catholic","40s","HS",1,1,1
19850145,2,23,12,"white","male","catholic","20s","HS",1,2,1
19850145,3,51,12,"white","female","catholic","50s","HS",2,2,0
19850146,1,50,12,"white","male","catholic","50s","HS",1,2,1
19850146,2,55,11,"white","male","catholic","50s","No HS",1,2,1
19850146,3,49,12,"white","male","catholic","40s","HS",1,2,1
19850147,1,31,12,"white","male","catholic","30s","HS",1,1,1
19850147,2,54,11,"white","female","catholic","50s","No HS",1,2,1
19850148,1,39,12,"white","male","none","30s","HS",1,2,0
19850149,1,37,18,"white","female","jewish","30s","Post Graduate",1,1,1
19850151,1,62,13,"white","female","protestant","60+","Some College",1,1,1
19850152,1,32,NA,"white","male","protestant","30s",NA,1,1,1
19850152,2,30,18,"white","male","protestant","30s","Post Graduate",2,2,0
19850152,3,30,16,"white","female","catholic","30s","College",4,2,0
19850152,4,34,16,"white","female","protestant","30s","College",2,2,0
19850152,5,35,16,"white","male","jewish","30s","College",2,2,0
19850153,1,62,12,"white","female","catholic","60+","HS",2,2,0
19850154,1,47,13,"white","female","catholic","40s","Some College",1,2,1
19850154,2,21,11,"white","male","protestant","20s","No HS",1,2,0
19850155,1,65,12,"white","female","protestant","60+","HS",1,2,1
19850155,2,69,11,"white","male",NA,"60+","No HS",2,2,1
19850156,1,31,11,"white","female","catholic","30s","No HS",1,1,1
19850156,2,NA,16,"white","male","catholic",NA,"College",2,2,1
19850156,3,NA,14,"white","female","catholic",NA,"Some College",2,2,1
19850158,1,28,13,"white","female","catholic","20s","Some College",1,1,1
19850158,2,30,NA,"white","male","catholic","30s",NA,1,2,0
19850158,3,50,NA,"white","male","catholic","50s",NA,1,2,0
19850159,1,68,11,"white","male","catholic","60+","No HS",1,2,1
19850159,2,41,12,"white","male","catholic","40s","HS",1,2,0
19850160,1,40,18,"white","female","jewish","40s","Post Graduate",2,2,0
19850160,2,41,16,"white","female","protestant","40s","College",1,2,0
19850160,3,65,12,"white","male","protestant","60+","HS",2,2,1
19850160,4,63,12,"white","female","protestant","60+","HS",2,2,1
19850160,5,25,13,"white","male","protestant","20s","Some College",2,2,1
19850161,1,36,16,"hispanic","male","other","30s","College",1,2,1
19850161,2,NA,18,"white","male","protestant",NA,"Post Graduate",2,2,0
19850162,1,57,12,"white","male","catholic","50s","HS",1,1,1
19850162,2,60,12,"white","female","catholic","60+","HS",2,2,0
19850162,3,60,12,"white","female","catholic","60+","HS",2,2,0
19850162,4,59,12,"white","female","catholic","50s","HS",3,2,0
19850163,1,30,14,"white","male","none","30s","Some College",1,1,1
19850163,2,43,13,"white","female","catholic","40s","Some College",1,2,0
19850163,3,37,14,"white","female","catholic","30s","Some College",3,2,0
19850163,4,58,12,"white","female","jewish","50s","HS",2,2,1
19850164,1,NA,18,"white","female","catholic",NA,"Post Graduate",1,2,0
19850164,2,28,16,"white","female","catholic","20s","College",1,2,0
19850164,3,25,13,"white","female","catholic","20s","Some College",1,2,0
19850165,1,50,18,"white","male","none","50s","Post Graduate",3,2,0
19850165,2,35,16,"white","male","none","30s","College",2,2,0
19850165,3,35,16,"white","female","none","30s","College",2,2,0
19850165,4,35,14,"white","male","none","30s","Some College",2,2,0
19850165,5,24,16,"white","male","none","20s","College",4,2,1
19850166,1,55,18,"white","male","catholic","50s","Post Graduate",2,2,0
19850166,2,70,12,"white","male","catholic","60+","HS",2,2,0
19850166,3,59,12,"white","female","catholic","50s","HS",1,1,1
19850167,1,59,12,"white","male","other","50s","HS",4,2,1
19850169,1,27,11,"white","female","protestant","20s","No HS",1,2,0
19850169,2,52,11,"white","female","catholic","50s","No HS",1,2,1
19850169,3,32,12,"white","male","catholic","30s","HS",1,1,1
19850169,4,24,12,"white","female","protestant","20s","HS",2,2,0
19850169,5,28,12,"white","female","catholic","20s","HS",1,2,1
19850170,1,30,12,"white","female","catholic","30s","HS",2,2,1
19850170,2,50,11,"white","male",NA,"50s","No HS",2,2,0
19850171,1,65,12,"black","male",NA,"60+","HS",1,2,0
19850172,1,57,16,"black","female","catholic","50s","College",2,2,1
19850173,1,69,12,"black","female","protestant","60+","HS",1,2,0
19850173,2,38,12,"black","female","protestant","30s","HS",1,2,0
19850173,3,65,8,"black","female","protestant","60+","No HS",1,2,0
19850173,4,65,12,"black","female","protestant","60+","HS",1,2,0
19850173,5,58,8,"black","male","protestant","50s","No HS",1,2,0
19850174,1,41,13,"black","female","protestant","40s","Some College",1,1,1
19850175,1,25,13,"white","male","catholic","20s","Some College",2,2,1
19850175,2,48,11,"white","female","catholic","40s","No HS",1,1,1
19850176,1,29,12,"white","male","protestant","20s","HS",2,2,0
19850176,2,29,12,"white","female","protestant","20s","HS",2,2,0
19850177,1,27,12,"white","female","catholic","20s","HS",1,1,1
19850177,2,50,12,"white","male","catholic","50s","HS",3,2,0
19850177,3,28,13,"white","male","none","20s","Some College",3,2,1
19850178,1,22,16,"white","female","protestant","20s","College",1,2,0
19850178,2,18,13,"white","female","protestant","20s","Some College",1,2,0
19850179,1,21,13,"white","female","catholic","20s","Some College",1,1,1
19850179,2,30,13,"white","male","other","30s","Some College",1,2,1
19850179,3,56,NA,"white","female","other","50s",NA,1,2,1
19850180,1,60,13,"white","female","catholic","60+","Some College",2,2,0
19850180,2,64,16,"white","female","protestant","60+","College",2,2,0
19850180,3,47,13,"white","female","catholic","40s","Some College",3,2,1
19850180,4,72,12,"white","female","protestant","60+","HS",3,2,0
19850180,5,68,11,"white","male","other","60+","No HS",4,2,1
19850181,1,60,12,"white","female","protestant","60+","HS",2,2,0
19850181,2,56,12,"white","female","protestant","50s","HS",2,2,0
19850181,3,65,13,"white","female","protestant","60+","Some College",3,2,0
19850181,4,70,16,"white","male","protestant","60+","College",2,2,0
19850182,1,69,11,"white","male","protestant","60+","No HS",2,2,0
19850182,2,66,NA,"white","male",NA,"60+",NA,4,2,0
19850182,3,68,11,"white","male","catholic","60+","No HS",3,2,1
19850183,1,26,18,"white","male","catholic","20s","Post Graduate",1,1,1
19850183,2,50,16,"white","female","protestant","50s","College",2,2,1
19850183,3,57,16,"white","male","protestant","50s","College",2,2,1
19850183,4,30,16,"white","female","protestant","30s","College",2,2,1
19850184,1,42,11,"white","male","protestant","40s","No HS",2,2,1
19850184,2,21,11,"white","female","catholic","20s","No HS",1,2,0
19850184,3,22,11,"white","male","protestant","20s","No HS",2,2,0
19850184,4,24,11,"white","male","catholic","20s","No HS",2,2,0
19850185,1,31,12,"white","female","catholic","30s","HS",1,1,1
19850185,2,50,12,"white","male","protestant","50s","HS",3,2,1
19850185,3,32,13,"white","male",NA,"30s","Some College",1,2,0
19850185,4,32,13,"white","female","catholic","30s","Some College",3,2,0
19850186,1,24,13,"white","male","catholic","20s","Some College",2,2,1
19850186,2,25,12,"white","female","catholic","20s","HS",2,2,1
19850186,3,42,16,"white","female","protestant","40s","College",2,2,1
19850186,4,46,12,"white","male","catholic","40s","HS",2,2,0
19850186,5,36,12,"white","male","catholic","30s","HS",3,2,0
19850187,1,23,12,"white","female","catholic","20s","HS",1,2,0
19850187,2,57,12,"white","female","catholic","50s","HS",1,2,1
19850187,3,35,14,"white","female","catholic","30s","Some College",2,2,1
19850187,4,34,12,"white","female","catholic","30s","HS",2,2,1
19850187,5,21,13,"white","female","catholic","20s","Some College",3,2,0
19850188,1,68,12,"white","female","catholic","60+","HS",2,2,1
19850188,2,69,12,"white","male","catholic","60+","HS",2,2,1
19850189,1,28,11,"white","male","protestant","20s","No HS",1,1,1
19850189,2,24,11,"white","female","catholic","20s","No HS",1,2,1
19850189,3,27,11,"white","female","protestant","20s","No HS",2,2,0
19850190,1,47,12,"white","female","protestant","40s","HS",1,1,1
19850191,1,24,16,"white","male","catholic","20s","College",2,2,0
19850191,2,21,14,"white","female","catholic","20s","Some College",1,1,1
19850191,3,43,12,"white","male","catholic","40s","HS",2,2,1
19850191,4,52,13,"white","male","protestant","50s","Some College",2,2,1
19850192,1,33,16,"white","male","protestant","30s","College",1,2,0
19850192,2,32,16,"white","male","protestant","30s","College",1,2,0
19850192,3,32,14,"white","female","protestant","30s","Some College",2,2,0
19850192,4,35,14,"white","female","protestant","30s","Some College",2,2,0
19850192,5,13,8,"black","male","protestant","20s","No HS",3,2,0
19850193,1,65,12,"white","male","catholic","60+","HS",2,2,1
19850193,2,58,16,"white","female","protestant","50s","College",2,2,1
19850193,3,21,13,"white","female","protestant","20s","Some College",1,1,1
19850193,4,18,11,"white","male","none","20s","No HS",2,2,1
19850194,1,28,12,"white","male","protestant","20s","HS",1,2,0
19850194,2,28,12,"white","female","protestant","20s","HS",1,1,1
19850195,1,39,12,"white","female","protestant","30s","HS",1,2,1
19850195,2,39,11,"white","male","protestant","30s","No HS",1,2,1
19850197,1,45,11,"hispanic","male","protestant","40s","No HS",2,2,0
19850197,2,37,13,"white","female","protestant","30s","Some College",2,2,0
19850197,3,45,18,"white","male","protestant","40s","Post Graduate",2,2,0
19850197,4,32,13,"white","male","jewish","30s","Some College",3,2,0
19850197,5,41,16,"white","female","catholic","40s","College",1,2,0
19850198,1,22,13,"white","female","catholic","20s","Some College",1,1,1
19850198,2,28,16,"white","male","protestant","20s","College",1,2,0
19850198,3,40,13,"white","male","catholic","40s","Some College",1,2,0
19850198,4,24,16,"white","male","catholic","20s","College",3,2,1
19850199,1,27,13,"black","female","catholic","20s","Some College",2,2,1
19850199,2,43,16,"white","male","catholic","40s","College",2,2,0
19850199,3,50,16,"white","male","protestant","50s","College",3,2,0
19850199,4,32,13,"white","male","protestant","30s","Some College",3,2,0
19850199,5,38,16,"white","male","catholic","30s","College",3,2,0
19850200,1,43,18,"white","female","none","40s","Post Graduate",2,2,0
19850200,2,25,13,"white","female","catholic","20s","Some College",1,2,0
19850200,3,45,13,"white","female","none","40s","Some College",2,2,0
19850201,1,53,13,"white","male","none","50s","Some College",2,2,0
19850201,2,39,13,"white","female","catholic","30s","Some College",1,2,0
19850201,3,42,12,"white","male","none","40s","HS",2,2,0
19850201,4,41,12,"white","female","catholic","40s","HS",2,2,0
19850203,1,48,11,"black","female","catholic","40s","No HS",1,2,1
19850204,1,34,12,"black","female","protestant","30s","HS",1,2,1
19850204,2,26,12,"black","female","protestant","20s","HS",1,2,0
19850205,1,54,11,"black","female","protestant","50s","No HS",4,2,1
19850206,1,78,NA,"black","male","protestant","60+",NA,2,2,0
19850207,1,30,11,"hispanic","male","catholic","30s","No HS",2,1,1
19850208,1,24,16,"white","female","other","20s","College",1,2,1
19850208,2,32,18,"white","male","other","30s","Post Graduate",3,2,0
19850208,3,28,13,"white","female","other","20s","Some College",3,2,0
19850208,4,62,13,"white","male","other","60+","Some College",2,2,1
19850209,1,34,14,"white","female","none","30s","Some College",4,2,0
19850209,2,34,13,"white","male","none","30s","Some College",1,2,0
19850209,3,30,13,"white","male","none","30s","Some College",4,2,1
19850209,4,42,16,"white","female","catholic","40s","College",4,2,1
19850209,5,68,16,"white","female","catholic","60+","College",4,2,1
19850210,1,25,14,"white","female","catholic","20s","Some College",1,2,0
19850210,2,42,12,"white","male","catholic","40s","HS",3,2,1
19850210,3,45,18,"white","female",NA,"40s","Post Graduate",2,2,0
19850210,4,37,13,"white","male","catholic","30s","Some College",3,2,0
19850210,5,41,13,"white","female","jewish","40s","Some College",1,2,0
19850212,1,37,12,"white","female","protestant","30s","HS",1,1,1
19850212,2,51,12,"white","female","protestant","50s","HS",1,2,1
19850212,3,55,12,"white","male","protestant","50s","HS",1,2,1
19850213,1,50,12,"white","male","protestant","50s","HS",2,2,0
19850213,2,45,13,"white","male","jewish","40s","Some College",2,2,0
19850213,3,33,12,"white","male","protestant","30s","HS",3,2,0
19850213,4,65,12,"white","female","protestant","60+","HS",3,2,1
19850213,5,50,12,"white","male","protestant","50s","HS",2,2,0
19850214,1,39,11,"white","male","none","30s","No HS",1,1,1
19850214,2,36,11,"white","female","none","30s","No HS",2,2,0
19850214,3,38,12,"white","female","catholic","30s","HS",1,2,0
19850214,4,72,8,"white","female","none","60+","No HS",2,2,1
19850214,5,80,8,"white","male","none","60+","No HS",2,2,1
19850215,1,40,11,"white","male","catholic","40s","No HS",3,2,1
19850215,2,28,13,"white","female","protestant","20s","Some College",1,1,1
19850216,1,47,18,"white","male","jewish","40s","Post Graduate",4,2,0
19850216,2,50,16,"white","female","protestant","50s","College",4,2,0
19850216,3,82,16,"white","male","none","60+","College",2,2,1
19850216,4,19,13,"white","female","protestant","20s","Some College",1,2,1
19850216,5,22,13,"white","female","protestant","20s","Some College",2,2,1
19850217,1,61,12,"white","female","protestant","60+","HS",2,2,1
