"CASEID","AGE","EDUC","RACE","SEX","RELIG","AGE_CATEGORICAL","EDUC_CATEGORICAL","NUMGIVEN","HAPPY","HEALTH","PARTYID","WTSSALL","AGE1","AGE2","AGE3","AGE4","AGE5","EDUC1","EDUC2","EDUC3","EDUC4","EDUC5","RACE1","RACE2","RACE3","RACE4","RACE5","SEX1","SEX2","SEX3","SEX4","SEX5","RELIG1","RELIG2","RELIG3","RELIG4","RELIG5","AGE_CATEGORICAL1","AGE_CATEGORICAL2","AGE_CATEGORICAL3","AGE_CATEGORICAL4","AGE_CATEGORICAL5","EDUC_CATEGORICAL1","EDUC_CATEGORICAL2","EDUC_CATEGORICAL3","EDUC_CATEGORICAL4","EDUC_CATEGORICAL5","TALKTO1","TALKTO2","TALKTO3","TALKTO4","TALKTO5","SPOUSE1","SPOUSE2","SPOUSE3","SPOUSE4","SPOUSE5","KIN1","KIN2","KIN3","KIN4","KIN5","CLOSE12","CLOSE13","CLOSE14","CLOSE15","CLOSE23","CLOSE24","CLOSE25","CLOSE34","CLOSE35","CLOSE45"
19850066,37,16,"asian","male","other","30s","College",2,3,3,3,0.5181,26,37,NA,NA,NA,12,12,NA,NA,NA,"black","asian",NA,NA,NA,"male","male",NA,NA,NA,NA,"other",NA,NA,NA,"20s","30s",NA,NA,NA,"HS","HS",NA,NA,NA,3,2,NA,NA,NA,2,2,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850067,26,17,"white","male","none","20s","Post Graduate",5,3,1,2,0.5181,51,41,27,24,28,18,18,18,16,16,"white","white","white","white","white","female","male","male","male","female","protestant","protestant","protestant","protestant","protestant","50s","40s","20s","20s","20s","Post Graduate","Post Graduate","Post Graduate","College","College",2,2,3,3,2,2,2,2,2,2,1,1,1,0,0,2,2,1,0,2,1,0,1,0,1
19850068,30,13,"black","female","none","30s","Some College",3,2,2,0,1.0363,29,39,33,NA,NA,13,13,12,NA,NA,"black","black","black",NA,NA,"female","male","female",NA,NA,"protestant","none","protestant",NA,NA,"20s","30s","30s",NA,NA,"Some College","Some College","HS",NA,NA,1,1,2,NA,NA,2,1,2,NA,NA,0,1,1,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
19850069,22,17,"white","female","protestant","20s","Post Graduate",5,2,1,1,1.5544,59,44,48,30,40,18,18,18,16,13,"white","white","white","white","white","male","female","male","female","male","catholic","jewish",NA,"protestant","other","50s","40s","40s","30s","40s","Post Graduate","Post Graduate","Post Graduate","College","Some College",2,2,3,1,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19850070,36,15,"white","male","other","30s","Some College",5,3,2,2,0.5181,27,50,55,28,22,NA,18,11,13,13,"white","white","white","white","white","male","male","male","male","female","other","protestant","other","catholic","other","20s","50s","50s","20s","20s",NA,"Post Graduate","No HS","Some College","Some College",2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1
19850071,32,18,"asian","female","none","30s","Post Graduate",3,1,2,3,1.0363,34,27,29,NA,NA,18,18,18,NA,NA,"asian","asian","asian",NA,NA,"male","female","female",NA,NA,"none","none","catholic",NA,NA,"30s","20s","20s",NA,NA,"Post Graduate","Post Graduate","Post Graduate",NA,NA,1,2,2,NA,NA,1,2,2,NA,NA,1,0,0,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA
19850072,38,15,"white","female","none","30s","Some College",5,2,2,2,0.5181,58,36,35,10,60,12,12,12,3.5,13,"white","white","white","white","white","female","male","male","female","female","none","none","other","none","none","50s","30s","30s","20s","60+","HS","HS","HS","No HS","Some College",2,3,3,1,4,2,2,2,2,2,1,0,1,1,1,1,1,2,2,1,2,1,1,1,2
19850073,40,15,"white","female","protestant","40s","Some College",5,2,2,3,1.0363,42,38,35,42,65,12,16,16,12,NA,"asian","white","asian","white","white","female","female","female","female","male","jewish","protestant","protestant","protestant","protestant","40s","30s","30s","40s","60+","HS","College","College","HS",NA,1,4,4,1,1,2,2,2,2,2,0,0,0,0,0,1,1,1,0,2,1,0,0,0,1
19850074,78,8,"white","female","protestant","60+","No HS",1,2,3,6,1.0363,50,NA,NA,NA,NA,12,NA,NA,NA,NA,"white",NA,NA,NA,NA,"female",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"50s",NA,NA,NA,NA,"HS",NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850075,42,16,"white","female","none","40s","College",1,3,4,0,0.5181,50,NA,NA,NA,NA,16,NA,NA,NA,NA,"white",NA,NA,NA,NA,"female",NA,NA,NA,NA,"none",NA,NA,NA,NA,"50s",NA,NA,NA,NA,"College",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850076,79,12,"white","female","jewish","60+","HS",0,2,4,2,0.5181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850077,36,16,"white","female","catholic","30s","College",5,1,2,1,0.5181,38,36,29,38,71,16,13,12,12,8,"white","white","white","hispanic","white","female","female","male","female","female","catholic","catholic","catholic","catholic","catholic","30s","30s","20s","30s","60+","College","Some College","HS","HS","No HS",3,1,1,1,3,2,2,2,2,2,1,0,0,0,1,1,NA,NA,NA,0,NA,NA,0,NA,2
19850078,37,16,"white","female","protestant","30s","College",3,2,1,2,1.0363,39,65,36,NA,NA,14,16,16,NA,NA,"white","white","white",NA,NA,"male","female","female",NA,NA,"protestant","protestant","protestant",NA,NA,"30s","60+","30s",NA,NA,"Some College","College","College",NA,NA,1,3,2,NA,NA,1,2,2,NA,NA,1,1,0,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA
19850079,38,12,"white","female","protestant","30s","HS",4,2,1,1,1.0363,38,45,42,9,NA,16,18,12,3.5,NA,"white","white","white","white",NA,"male","male","female","male",NA,"protestant",NA,"protestant","protestant",NA,"30s","40s","40s","20s",NA,"College","Post Graduate","HS","No HS",NA,1,3,2,1,NA,1,2,2,2,NA,1,0,0,1,NA,1,1,2,NA,0,2,NA,1,NA,NA
19850080,27,12,"white","female","protestant","20s","HS",5,2,1,4,1.5544,60,23,55,55,29,18,13,12,13,13,"white","hispanic","white","white","white","male","male","female","female","female","jewish","protestant","catholic","catholic","protestant","60+","20s","50s","50s","20s","Post Graduate","Some College","HS","Some College","Some College",3,1,3,1,1,2,2,2,2,2,0,0,0,1,1,1,0,1,0,0,2,1,2,1,2
19850081,39,14,"white","female","protestant","30s","Some College",2,2,1,5,1.0363,43,32,NA,NA,NA,13,13,NA,NA,NA,"white","white",NA,NA,NA,"female","male",NA,NA,NA,"catholic","protestant",NA,NA,NA,"40s","30s",NA,NA,NA,"Some College","Some College",NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850082,40,14,"white","female","catholic","40s","Some College",1,2,1,6,1.0363,40,NA,NA,NA,NA,16,NA,NA,NA,NA,"white",NA,NA,NA,NA,"male",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"40s",NA,NA,NA,NA,"College",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850083,63,14,"white","female","protestant","60+","Some College",4,1,4,5,1.0363,75,34,37,37,NA,12,16,16,18,NA,"white","white","white","white",NA,"male","female","female","female",NA,"catholic","protestant","protestant","protestant",NA,"60+","30s","30s","30s",NA,"HS","College","College","Post Graduate",NA,1,1,2,2,NA,1,2,2,2,NA,1,1,1,1,NA,2,2,2,NA,2,2,NA,2,NA,NA
19850084,43,16,"white","male","protestant","40s","College",5,2,1,1,1.0363,43,44,36,45,70,16,13,18,16,12,"white","white","white","white","white","female","female","male","male","female","protestant","protestant","protestant","protestant","protestant","40s","40s","30s","40s","60+","College","Some College","Post Graduate","College","HS",1,1,2,2,2,1,2,2,2,2,1,0,0,0,1,1,2,1,1,0,0,0,1,0,0
19850085,49,16,"white","female","catholic","40s","College",5,2,1,6,1.5544,47,40,40,55,35,13,13,18,18,16,"white","white","white","white","white","female","female","male","male","male","catholic","protestant","catholic","protestant","catholic","40s","40s","40s","50s","30s","Some College","Some College","Post Graduate","Post Graduate","College",2,2,4,4,4,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
19850086,87,12,"white","female","protestant","60+","HS",2,2,2,6,0.5181,60,62,NA,NA,NA,13,16,NA,NA,NA,"white","white",NA,NA,NA,"female","male",NA,NA,NA,"protestant","protestant",NA,NA,NA,"60+","60+",NA,NA,NA,"Some College","College",NA,NA,NA,2,1,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850087,59,16,"white","female","protestant","50s","College",5,1,1,6,1.5544,56,56,45,58,58,13,16,13,16,18,"white","white","white","white","white","female","male","female","female","male","protestant","protestant","catholic","protestant","protestant","50s","50s","40s","50s","50s","Some College","College","Some College","College","Post Graduate",3,3,2,4,4,2,2,2,2,2,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0
19850088,39,16,"white","female","catholic","30s","College",5,1,1,6,1.5544,41,28,15,13,9,16,18,8,8,3.5,"white","white","white","white","white","male","female","female","female","male","protestant","catholic","catholic","catholic","catholic","40s","20s","20s","20s","20s","College","Post Graduate","No HS","No HS","No HS",1,3,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
19850089,56,18,"asian","female","none","50s","Post Graduate",6,1,2,0,1.0363,55,57,40,62,35,18,18,18,18,18,"white","white","black","white","black","female","male","male","female","female","catholic","catholic","none","none","none","50s","50s","40s","60+","30s","Post Graduate","Post Graduate","Post Graduate","Post Graduate","Post Graduate",3,3,1,1,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1
19850090,75,10,"white","male","protestant","60+","No HS",1,2,4,6,0.5181,78,NA,NA,NA,NA,11,NA,NA,NA,NA,"white",NA,NA,NA,NA,"female",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"60+",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850091,79,12,"white","male","protestant","60+","HS",4,2,3,4,1.0363,77,65,58,54,NA,13,16,12,12,NA,"white","white","white","white",NA,"male","male","male","female",NA,"protestant","protestant","protestant","protestant",NA,"60+","60+","50s","50s",NA,"Some College","College","HS","HS",NA,2,3,3,3,NA,2,2,2,2,NA,0,0,1,1,NA,1,1,1,NA,1,1,NA,0,NA,NA
19850092,46,14,"black","female","protestant","40s","Some College",2,2,2,0,1.0363,44,44,NA,NA,NA,11,12,NA,NA,NA,"black","black",NA,NA,NA,"female","female",NA,NA,NA,"protestant","protestant",NA,NA,NA,"40s","40s",NA,NA,NA,"No HS","HS",NA,NA,NA,3,1,NA,NA,NA,2,2,NA,NA,NA,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850093,44,13,"black","male","protestant","40s","Some College",4,2,3,1,2.0725,38,33,43,49,NA,13,13,16,13,NA,"black","black","black","black",NA,"female","male","male","male",NA,"protestant","protestant","protestant","protestant",NA,"30s","30s","40s","40s",NA,"Some College","Some College","College","Some College",NA,2,1,1,2,NA,2,2,2,2,NA,0,0,0,0,NA,1,1,1,NA,1,1,NA,1,NA,NA
19850094,49,12,"white","female","protestant","40s","HS",2,2,4,4,1.0363,29,72,NA,NA,NA,14,8,NA,NA,NA,"white","white",NA,NA,NA,"female","female",NA,NA,NA,"protestant","protestant",NA,NA,NA,"20s","60+",NA,NA,NA,"Some College","No HS",NA,NA,NA,3,4,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850095,32,14,"black","female","protestant","30s","Some College",1,1,1,0,1.0363,30,NA,NA,NA,NA,11,NA,NA,NA,NA,"black",NA,NA,NA,NA,"female",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"30s",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850096,38,12,"hispanic","female","catholic","30s","HS",1,2,2,3,0.5181,20,NA,NA,NA,NA,8,NA,NA,NA,NA,"hispanic",NA,NA,NA,NA,"female",NA,NA,NA,NA,"catholic",NA,NA,NA,NA,"20s",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850097,53,16,"white","male","other","50s","College",1,3,3,4,1.0363,58,NA,NA,NA,NA,18,NA,NA,NA,NA,"other",NA,NA,NA,NA,"male",NA,NA,NA,NA,"other",NA,NA,NA,NA,"50s",NA,NA,NA,NA,"Post Graduate",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850098,82,13,"hispanic","female","catholic","60+","Some College",1,1,4,6,0.5181,46,NA,NA,NA,NA,13,NA,NA,NA,NA,"hispanic",NA,NA,NA,NA,"female",NA,NA,NA,NA,"catholic",NA,NA,NA,NA,"40s",NA,NA,NA,NA,"Some College",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850099,22,12,"white","male","protestant","20s","HS",1,2,1,1,0.5181,31,NA,NA,NA,NA,14,NA,NA,NA,NA,"white",NA,NA,NA,NA,"male",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"30s",NA,NA,NA,NA,"Some College",NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850100,89,12,"white","female","protestant","60+","HS",5,2,2,0,1.5544,40,65,39,87,81,18,18,18,11,18,"white","white","white","white","white","female","female","male","male","male","catholic","catholic","catholic","protestant","protestant","40s","60+","30s","60+","60+","Post Graduate","Post Graduate","Post Graduate","No HS","Post Graduate",2,1,1,4,4,2,2,2,2,2,0,1,1,1,1,1,2,1,0,2,1,1,1,1,2
19850101,52,13,"white","female","protestant","50s","Some College",5,1,1,1,1.0363,53,25,53,35,60,16,16,18,18,18,"white","white","white","white","white","male","male","male","male","male","jewish","protestant","protestant","protestant","protestant","50s","20s","50s","30s","60+","College","College","Post Graduate","Post Graduate","Post Graduate",1,2,2,2,3,1,2,2,2,2,1,0,0,0,0,2,1,1,0,0,0,0,1,0,0
19850102,83,15,"white","male","protestant","60+","Some College",4,1,2,6,1.0363,79,44,46,67,NA,NA,16,18,18,NA,"white","white","white","white",NA,"female","male","female","male",NA,"protestant","protestant",NA,"jewish",NA,"60+","40s","40s","60+",NA,NA,"College","Post Graduate","Post Graduate",NA,1,1,NA,1,NA,2,2,NA,2,NA,0,1,NA,0,NA,2,1,1,NA,1,1,NA,1,NA,NA
19850103,58,12,"white","female","catholic","50s","HS",4,1,2,5,1.0363,59,63,66,66,NA,16,NA,NA,NA,NA,"white","white","white","white",NA,"male","female","male","female",NA,"catholic",NA,NA,NA,NA,"50s","60+","60+","60+",NA,"College",NA,NA,NA,NA,1,4,4,4,NA,1,2,2,2,NA,1,0,0,0,NA,1,1,1,NA,2,2,NA,2,NA,NA
19850104,28,14,"white","female","catholic","20s","Some College",4,1,1,4,1.0363,60,62,32,31,NA,12,12,13,12,NA,"white","white","white","white",NA,"female","male","male","male",NA,"catholic","catholic","protestant","catholic",NA,"60+","60+","30s","30s",NA,"HS","HS","Some College","HS",NA,1,1,1,2,NA,2,2,1,2,NA,1,1,1,1,NA,2,1,2,NA,1,2,NA,2,NA,NA
19850105,58,16,"white","male","none","50s","College",5,2,1,2,1.5544,54,31,30,27,25,13,13,14,12,13,"white","white","white","white","white","female","male","male","male","female","catholic","catholic","catholic","catholic","catholic","50s","30s","30s","20s","20s","Some College","Some College","Some College","HS","Some College",1,2,2,2,2,1,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2
19850106,52,14,"white","female","protestant","50s","Some College",5,2,2,2,1.5544,41,40,46,36,55,11,12,16,16,13,"white","white","white","white","white","female","female","female","female","male","protestant","protestant","protestant","catholic","catholic","40s","40s","40s","30s","50s","No HS","HS","College","College","Some College",2,2,3,1,1,2,2,2,2,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
19850107,43,12,"white","male","catholic","40s","HS",3,2,1,6,1.0363,39,46,45,NA,NA,13,12,11,NA,NA,"white","white","white",NA,NA,"female","female","male",NA,NA,"catholic","none","none",NA,NA,"30s","40s","40s",NA,NA,"Some College","HS","No HS",NA,NA,1,1,1,NA,NA,1,2,2,NA,NA,1,0,0,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA
19850108,65,16,"white","male","protestant","60+","College",4,2,3,6,0.5181,40,65,30,28,NA,12,12,16,12,NA,"white","white","black","hispanic",NA,"male","male","female","female",NA,"catholic","catholic","catholic",NA,NA,"40s","60+","30s","20s",NA,"HS","HS","College","HS",NA,1,1,1,1,NA,2,2,2,2,NA,0,0,0,0,NA,2,2,1,NA,2,1,NA,2,NA,NA
19850109,51,18,"white","female","jewish","50s","Post Graduate",5,2,2,2,0.5181,26,21,60,50,24,18,13,18,16,16,"black","white","white","white","white","male","male","female","female","female",NA,NA,"jewish","catholic",NA,"20s","20s","60+","50s","20s","Post Graduate","Some College","Post Graduate","College","College",2,2,2,3,2,2,2,2,2,2,0,1,0,0,1,1,0,0,1,1,0,2,0,1,0
19850110,64,7,"white","male","protestant","60+","No HS",3,1,3,3,1.5544,63,22,35,NA,NA,3.5,16,16,NA,NA,"white","white","white",NA,NA,"female","female","female",NA,NA,"protestant","protestant","protestant",NA,NA,"60+","20s","30s",NA,NA,"No HS","College","College",NA,NA,1,1,3,NA,NA,1,2,2,NA,NA,1,1,1,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
19850111,41,11,"white","female","protestant","40s","No HS",3,2,2,0,1.5544,51,49,47,NA,NA,12,13,12,NA,NA,"white","white","white",NA,NA,"female","male","male",NA,NA,"protestant","protestant","none",NA,NA,"50s","40s","40s",NA,NA,"HS","Some College","HS",NA,NA,1,1,1,NA,NA,2,2,1,NA,NA,0,0,1,NA,NA,0,2,NA,NA,2,NA,NA,NA,NA,NA
19850112,50,16,"asian","male","catholic","50s","College",3,1,1,2,2.5907,50,40,42,NA,NA,16,16,16,NA,NA,"asian","asian","asian",NA,NA,"male","female","female",NA,NA,"protestant","protestant","catholic",NA,NA,"50s","40s","40s",NA,NA,"College","College","College",NA,NA,2,2,1,NA,NA,2,2,2,NA,NA,0,0,1,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
19850113,29,16,"black","male","catholic","20s","College",3,2,1,2,0.5181,27,29,38,NA,NA,13,16,18,NA,NA,"black","black","black",NA,NA,"male","male","male",NA,NA,"none","catholic",NA,NA,NA,"20s","20s","30s",NA,NA,"Some College","College","Post Graduate",NA,NA,4,4,4,NA,NA,2,2,2,NA,NA,0,0,0,NA,NA,2,1,NA,NA,0,NA,NA,NA,NA,NA
19850114,46,12,"hispanic","female","catholic","40s","HS",3,2,1,0,1.0363,40,56,30,NA,NA,16,12,12,NA,NA,"white","white","white",NA,NA,"female","female","female",NA,NA,"protestant","catholic","protestant",NA,NA,"40s","50s","30s",NA,NA,"College","HS","HS",NA,NA,1,2,1,NA,NA,2,2,2,NA,NA,0,0,0,NA,NA,1,0,NA,NA,1,NA,NA,NA,NA,NA
19850115,51,11,"hispanic","male","catholic","50s","No HS",2,3,1,0,0.5181,53,42,NA,NA,NA,12,12,NA,NA,NA,"white","black",NA,NA,NA,"male","female",NA,NA,NA,"catholic",NA,NA,NA,NA,"50s","40s",NA,NA,NA,"HS","HS",NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850116,52,19,"white","female","none","50s","Post Graduate",5,1,1,0,0.5181,NA,NA,NA,NA,NA,16,16,16,16,16,"white","white","white","white","white","female","female","female","female","female","protestant","protestant","protestant","protestant","protestant",NA,NA,NA,NA,NA,"College","College","College","College","College",2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
19850117,58,10,"hispanic","male","catholic","50s","No HS",4,2,3,0,1.0363,40,35,38,45,NA,8,NA,NA,NA,NA,"white","white","white","white",NA,"female","female","male","male",NA,"protestant","catholic","catholic","catholic",NA,"40s","30s","30s","40s",NA,"No HS",NA,NA,NA,NA,1,3,3,2,NA,2,2,2,2,NA,0,1,1,0,NA,2,2,1,NA,2,0,NA,0,NA,NA
19850118,67,10,"white","female","catholic","60+","No HS",3,3,3,0,0.5181,33,35,30,NA,NA,12,8,11,NA,NA,"white","white","white",NA,NA,"female","male","male",NA,NA,"catholic","catholic","catholic",NA,NA,"30s","30s","30s",NA,NA,"HS","No HS","No HS",NA,NA,3,3,3,NA,NA,2,2,2,NA,NA,1,1,1,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA
19850119,27,11,"hispanic","male","catholic","20s","No HS",4,2,2,1,1.0363,26,24,64,58,NA,12,8,NA,3.5,NA,"hispanic","hispanic","hispanic","hispanic",NA,"male","female","male","female",NA,"catholic","catholic","catholic","catholic",NA,"20s","20s","60+","50s",NA,"HS","No HS",NA,"No HS",NA,1,1,1,1,NA,2,1,2,2,NA,0,1,1,1,NA,1,1,1,NA,1,1,NA,2,NA,NA
19850120,69,12,"black","male","protestant","60+","HS",3,1,2,0,2.0725,55,80,NA,NA,NA,NA,NA,NA,NA,NA,"white","white","hispanic",NA,NA,"male","male","female",NA,NA,NA,NA,NA,NA,NA,"50s","60+",NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,NA,NA,2,2,1,NA,NA,0,0,1,NA,NA,0,2,NA,NA,2,NA,NA,NA,NA,NA
19850121,24,10,"black","female","protestant","20s","No HS",1,3,2,2,0.5181,40,NA,NA,NA,NA,12,NA,NA,NA,NA,"black",NA,NA,NA,NA,"female",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"40s",NA,NA,NA,NA,"HS",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850122,39,12,"black","male","protestant","30s","HS",1,2,2,1,1.0363,34,NA,NA,NA,NA,12,NA,NA,NA,NA,"black",NA,NA,NA,NA,"female",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"30s",NA,NA,NA,NA,"HS",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850123,19,11,"black","male","protestant","20s","No HS",5,2,1,5,1.0363,40,30,35,30,23,13,13,13,16,13,"black","black","black","black","black","male","male","female","female","female","protestant","protestant","protestant","protestant","protestant","40s","30s","30s","30s","20s","Some College","Some College","Some College","College","Some College",2,2,1,1,2,2,2,2,2,2,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2
19850124,34,18,"white","female","jewish","30s","Post Graduate",2,1,1,2,1.0363,34,40,NA,NA,NA,18,18,NA,NA,NA,"white","black",NA,NA,NA,"female","female",NA,NA,NA,"jewish","protestant",NA,NA,NA,"30s","40s",NA,NA,NA,"Post Graduate","Post Graduate",NA,NA,NA,3,1,NA,NA,NA,2,2,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850125,76,12,"white","female","protestant","60+","HS",0,2,3,6,0.5181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850126,55,16,"white","male","protestant","50s","College",2,1,1,1,1.0363,59,48,NA,NA,NA,16,16,NA,NA,NA,"white","white",NA,NA,NA,"male","male",NA,NA,NA,"protestant","protestant",NA,NA,NA,"50s","40s",NA,NA,NA,"College","College",NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850127,19,11,"white","male","protestant","20s","No HS",2,2,1,5,1.5544,48,50,NA,NA,NA,16,18,NA,NA,NA,"white","white",NA,NA,NA,"female","male",NA,NA,NA,"protestant","protestant",NA,NA,NA,"40s","50s",NA,NA,NA,"College","Post Graduate",NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850128,57,12,"white","female","protestant","50s","HS",4,3,4,0,1.0363,64,56,47,84,NA,8,16,12,3.5,NA,"white","white","white","white",NA,"male","female","female","female",NA,"protestant","protestant","protestant","protestant",NA,"60+","50s","40s","60+",NA,"No HS","College","HS","No HS",NA,1,4,1,1,NA,1,2,2,2,NA,1,0,0,1,NA,2,2,2,NA,0,NA,NA,2,NA,NA
19850129,42,20,"white","male","none","40s","Post Graduate",3,1,1,1,1.0363,41,37,43,NA,NA,16,18,18,NA,NA,"white","white","white",NA,NA,"female","male","male",NA,NA,"none","protestant","catholic",NA,NA,"40s","30s","40s",NA,NA,"College","Post Graduate","Post Graduate",NA,NA,1,1,1,NA,NA,1,2,2,NA,NA,1,0,0,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA
19850130,30,16,"white","female","protestant","30s","College",5,2,1,5,1.0363,61,62,30,30,40,12,12,16,16,18,"white","white","white","white","white","female","male","male","female","male","catholic","catholic","protestant","catholic","catholic","60+","60+","30s","30s","40s","HS","HS","College","College","Post Graduate",1,1,1,3,2,2,2,1,2,2,1,1,1,0,0,2,2,2,1,2,2,1,1,1,0
19850131,41,16,"white","female","protestant","40s","College",5,2,1,5,1.0363,35,42,66,51,48,13,13,12,16,18,"white","white","white","white","white","male","female","female","female","female","protestant","protestant","protestant","protestant","protestant","30s","40s","60+","50s","40s","Some College","Some College","HS","College","Post Graduate",1,2,2,3,4,1,2,2,2,2,1,0,1,1,1,1,2,1,1,0,0,0,1,1,2
19850132,40,15,"white","female","catholic","40s","Some College",5,1,2,3,1.0363,29,34,41,66,67,18,18,13,12,13,"white","white","white","white","white","female","female","male","female","male","catholic","none","protestant","catholic","catholic","20s","30s","40s","60+","60+","Post Graduate","Post Graduate","Some College","HS","Some College",3,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2
