"CASEID","AGE","EDUC","RACE","SEX","RELIG","AGE_CATEGORICAL","EDUC_CATEGORICAL","NUMGIVEN","HAPPY","HEALTH","PARTYID","WTSSALL"
19851511,25,12,"white","female","catholic","20s","HS",1,2,2,5,1.0363
19851512,30,12,"white","female","catholic","30s","HS",5,2,1,5,1.0363
19851513,40,18,"white","female","protestant","40s","Post Graduate",1,2,2,5,0.5181
19851514,31,16,"white","male","protestant","30s","College",5,2,2,1,1.0363
19851515,36,15,"white","male","catholic","30s","Some College",4,2,2,1,1.0363
19851516,29,12,"white","male","protestant","20s","HS",5,1,1,1,1.0363
19851517,30,12,"white","female","protestant","30s","HS",1,2,2,NA,0.5181
19851518,39,17,"white","male","protestant","30s","Post Graduate",3,2,2,1,1.0363
19851519,34,16,"white","male","catholic","30s","College",5,2,2,5,0.5181
19851520,41,12,"white","male","protestant","40s","HS",4,1,1,5,1.0363
19851521,47,13,"white","male","catholic","40s","Some College",5,2,2,3,1.0363
19851522,58,12,"hispanic","male","protestant","50s","HS",3,2,2,2,1.0363
19851523,37,14,"white","female","protestant","30s","Some College",2,2,2,4,1.0363
19851524,36,18,"white","male","protestant","30s","Post Graduate",5,2,2,6,1.0363
19851525,40,12,"white","female","protestant","40s","HS",5,1,1,2,1.0363
19851526,59,8,"white","male","protestant","50s","No HS",5,1,1,3,1.0363
19851527,22,15,"white","male","protestant","20s","Some College",4,2,2,5,1.5544
19851528,45,14,"white","male","catholic","40s","Some College",3,1,1,6,1.0363
19851529,52,12,"white","female","protestant","50s","HS",5,2,2,0,1.0363
19851530,28,12,"white","male","none","20s","HS",3,2,2,1,1.0363
19851531,28,13,"white","female","protestant","20s","Some College",4,2,2,6,1.0363
19851532,33,13,"white","male","none","30s","Some College",4,2,1,6,1.0363
19851533,37,12,"white","female","protestant","30s","HS",3,1,1,5,1.0363
19851534,37,17,"white","male","protestant","30s","Post Graduate",3,2,1,4,1.0363
